OTU_ID	Kingdom_RDP	Kingdom_BLAST	Kingdom_SINTAX	Kingdom_Consensus	Phylum_RDP	Phylum_BLAST	Phylum_SINTAX	Phylum_Consensus	Class_RDP	Class_BLAST	Class_SINTAX	Class_Consensus	Order_RDP	Order_BLAST	Order_SINTAX	Order_Consensus	Family_RDP	Family_BLAST	Family_SINTAX	Family_Consensus	Genus_RDP	Genus_BLAST	Genus_SINTAX	Genus_Consensus	Species_RDP	Species_BLAST	Species_SINTAX	Species_Consensus
OTU_706	Fungi_1	Fungi_1	Fungi	Fungi_1		Mortierellomycota_1		Mortierellomycota_1		Mortierellomycetes_1		Mortierellomycetes_1		Mortierellales_1		Mortierellales_1		Mortierellaceae_1		Mortierellaceae_1		Mortierella_1		Mortierella_1				
OTU_707	Fungi_1		Fungi	Fungi_1	Chytridiomycota_1		Chytridiomycota	Chytridiomycota	Rhizophydiomycetes_1		Rhizophydiomycetes	Rhizophydiomycetes	Rhizophydiales_1		Rhizophydiales	Rhizophydiales_1												
OTU_708	Fungi_1	Fungi_1	Fungi	Fungi_1	Basidiomycota_1		Basidiomycota	Basidiomycota_1	Tremellomycetes_1		Tremellomycetes	Tremellomycetes	Tremellales_1		Tremellales	Tremellales												
OTU_709	Fungi_1	Fungi_1	Fungi	Fungi_1	Basidiomycota_1	Basidiomycota_1	Basidiomycota	Basidiomycota_1	Agaricomycetes_1	Agaricomycetes_1	Agaricomycetes	Agaricomycetes_1	Sebacinales_1	Sebacinales_1	Sebacinales	Sebacinales_1												
OTU_710	Fungi_1	Fungi_1	Fungi	Fungi_1	Chytridiomycota_1	Chytridiomycota_1	Chytridiomycota	Chytridiomycota_1	Rhizophydiomycetes_1	Rhizophydiomycetes_1	Rhizophydiomycetes	Rhizophydiomycetes_1	Rhizophydiales_1	Rhizophydiales_1	Rhizophydiales	Rhizophydiales_1												
OTU_711	Fungi_1	Fungi_1	Fungi	Fungi_1	Glomeromycota_1	Glomeromycota_1	Glomeromycota	Glomeromycota_1	Glomeromycetes_1	Glomeromycetes_1	Glomeromycetes	Glomeromycetes_1	Glomerales_1	Glomerales_1	Glomerales	Glomerales_1	Glomeraceae_1	Glomeraceae_1	Glomeraceae	Glomeraceae_1	Glomus_1	Glomus_1	Glomus	Glomus_1				
OTU_712		Fungi_1	Fungi	Fungi_1		Glomeromycota_1	Glomeromycota	Glomeromycota_1		Paraglomeromycetes_1	Paraglomeromycetes	Paraglomeromycetes_1			Paraglomerales	Paraglomerales			Pervetustaceae	Pervetustaceae			Pervetustus	Pervetustus				
OTU_713	Fungi_1	Fungi_1	Fungi	Fungi_1	Chytridiomycota_1		Chytridiomycota	Chytridiomycota_1	Rhizophydiomycetes_1		Rhizophydiomycetes	Rhizophydiomycetes_1	Rhizophydiales_1		Rhizophydiales	Rhizophydiales_1	Rhizophydiales_fam_incertae_sedis_1			Rhizophydiales_fam_incertae_sedis_1	Operculomyces_1			Operculomyces_1	Operculomyces sp  			Operculomyces sp  
OTU_714	Fungi_1	Fungi_1	Fungi	Fungi_1	Basidiomycota_1	Basidiomycota_1	Basidiomycota	Basidiomycota_1	Agaricomycetes_1	Agaricomycetes_1	Agaricomycetes	Agaricomycetes_1	Sebacinales_1	Sebacinales_1	Sebacinales	Sebacinales_1												
OTU_715	Fungi_1	Fungi_1	Fungi	Fungi_1	Ascomycota_1	Ascomycota_1	Ascomycota	Ascomycota_1	Eurotiomycetes_1	Eurotiomycetes_1	Eurotiomycetes	Eurotiomycetes_1	Eurotiales_1	Eurotiales_1	Eurotiales	Eurotiales_1	Aspergillaceae_1	Aspergillaceae_1	Aspergillaceae	Aspergillaceae_1	Penicillium_1	Penicillium_1	Penicillium	Penicillium_1	Penicillium simplicissimum 			Penicillium simplicissimum 
OTU_716	Fungi_1	Fungi_1	Fungi	Fungi_1	Glomeromycota_1	Glomeromycota_1	Glomeromycota	Glomeromycota_1	Glomeromycetes_1	Glomeromycetes_1	Glomeromycetes	Glomeromycetes_1	Glomerales_1	Glomerales_1	Glomerales	Glomerales_1	Glomeraceae_1	Glomeraceae_1	Glomeraceae	Glomeraceae_1	Glomus_1	Glomus_1	Glomus	Glomus_1	Glomus tetrastratosum 			Glomus tetrastratosum 
OTU_717	Fungi_1		Fungi	Fungi	Ascomycota_1		Ascomycota	Ascomycota	Sordariomycetes_1		Sordariomycetes	Sordariomycetes	Hypocreales_1		Hypocreales	Hypocreales_1												
OTU_718	Fungi_1	Fungi_1	Fungi	Fungi_1	Ascomycota_1	Ascomycota_1	Ascomycota	Ascomycota_1	Eurotiomycetes_1	Eurotiomycetes_1	Eurotiomycetes	Eurotiomycetes_1	Eurotiales_1	Eurotiales_1	Eurotiales	Eurotiales_1	Aspergillaceae_1	Aspergillaceae_1		Aspergillaceae_1	Aspergillus_1	Aspergillus_1		Aspergillus_1	Aspergillus parasiticus 			Aspergillus parasiticus 
OTU_719		Fungi_1	Fungi	Fungi_1		Glomeromycota_1	Glomeromycota	Glomeromycota_1		Glomeromycetes_1	Glomeromycetes	Glomeromycetes_1		Diversisporales_1	Diversisporales	Diversisporales_1		Acaulosporaceae_1	Acaulosporaceae	Acaulosporaceae_1		Acaulospora_1	Acaulospora	Acaulospora_1		Acaulospora scrobiculata 		Acaulospora scrobiculata 
OTU_720	Fungi_1	Fungi_1	Fungi	Fungi_1	Chytridiomycota_1		Chytridiomycota	Chytridiomycota	Rhizophydiomycetes_1		Rhizophydiomycetes	Rhizophydiomycetes	Rhizophydiales_1		Rhizophydiales	Rhizophydiales_1												
OTU_721	Fungi_1	Fungi_1	Fungi	Fungi_1	Ascomycota_1	Ascomycota_1	Ascomycota	Ascomycota_1	Dothideomycetes_1	Dothideomycetes_1	Dothideomycetes	Dothideomycetes_1	Pleosporales_1	Pleosporales_1	Pleosporales	Pleosporales_1	Phaeosphaeriaceae_1	Phaeosphaeriaceae_1	Phaeosphaeriaceae	Phaeosphaeriaceae_1	Paraphoma_1		Paraphoma	Paraphoma_1				
OTU_722	Fungi_1	Fungi_1	Fungi	Fungi_1	Ascomycota_1	Ascomycota_1	Ascomycota	Ascomycota_1	Sordariomycetes_1	Sordariomycetes_1	Sordariomycetes	Sordariomycetes_1	Branch06_1	Branch06_1	Branch06	Branch06_1												
OTU_723	Fungi_1	Fungi_1	Fungi	Fungi_1	Ascomycota_1	Ascomycota_1	Ascomycota	Ascomycota_1	Dothideomycetes_1	Dothideomycetes_1	Dothideomycetes	Dothideomycetes_1	Pleosporales_1	Pleosporales_1	Pleosporales	Pleosporales_1	Cucurbitariaceae_1		Cucurbitariaceae	Cucurbitariaceae_1	Pyrenochaetopsis_1		Pyrenochaetopsis	Pyrenochaetopsis_1	Pyrenochaetopsis pratorum 			Pyrenochaetopsis pratorum 
OTU_724	Fungi_1	Fungi_1	Fungi	Fungi_1	Ascomycota_1	Ascomycota_1	Ascomycota	Ascomycota_1	Dothideomycetes_1	Dothideomycetes_1	Dothideomycetes	Dothideomycetes_1	Pleosporales_1	Pleosporales_1	Pleosporales	Pleosporales_1	Dictyosporiaceae_1	Dictyosporiaceae_1	Dictyosporiaceae	Dictyosporiaceae_1	Pseudocoleophoma_1	Pseudocoleophoma_1		Pseudocoleophoma_1		Pseudocoleophoma sp  		Pseudocoleophoma sp  
OTU_725	Fungi_1	Fungi_1	Fungi	Fungi_1	Ascomycota_1	Ascomycota_1	Ascomycota	Ascomycota_1	Dothideomycetes_1	Dothideomycetes_1	Dothideomycetes	Dothideomycetes_1	Pleosporales_1	Pleosporales_1	Pleosporales	Pleosporales_1	Didymellaceae_1	Didymellaceae_1	Didymellaceae	Didymellaceae_1	Didymella_1		Didymella	Didymella				
OTU_726	Fungi_1	Fungi_1	Fungi	Fungi_1	Ascomycota_1	Ascomycota_1	Ascomycota	Ascomycota_1	Dothideomycetes_1	Dothideomycetes_1	Dothideomycetes	Dothideomycetes_1	Pleosporales_1	Pleosporales_1	Pleosporales	Pleosporales_1												
OTU_727	Fungi_1	Fungi_1	Fungi	Fungi_1	Glomeromycota_1	Glomeromycota_1	Glomeromycota	Glomeromycota_1	Paraglomeromycetes_1	Paraglomeromycetes_1	Paraglomeromycetes	Paraglomeromycetes_1	Paraglomerales_1	Paraglomerales_1	Paraglomerales	Paraglomerales_1	Paraglomeraceae_1	Paraglomeraceae_1	Paraglomeraceae	Paraglomeraceae_1	Paraglomus_1	Paraglomus_1		Paraglomus_1	Paraglomus laccatum 	Paraglomus laccatum 		Paraglomus laccatum 
OTU_728	Fungi_1	Fungi_1	Fungi	Fungi_1	Basidiobolomycota_1	Basidiobolomycota_1	Basidiobolomycota	Basidiobolomycota_1	Basidiobolomycetes_1		Basidiobolomycetes	Basidiobolomycetes_1	Basidiobolales_1		Basidiobolales	Basidiobolales_1												
OTU_729	Fungi_1	Fungi_1	Fungi	Fungi_1	Basidiomycota_1	Basidiomycota_1	Basidiomycota	Basidiomycota_1	Agaricomycetes_1	Agaricomycetes_1	Agaricomycetes	Agaricomycetes_1	Sebacinales_1	Sebacinales_1	Sebacinales	Sebacinales_1	Serendipitaceae_1	Serendipitaceae_1	Serendipitaceae	Serendipitaceae_1								
OTU_730	Fungi_1	Fungi_1	Fungi	Fungi_1	Ascomycota_1	Ascomycota_1	Ascomycota	Ascomycota_1	Dothideomycetes_1	Dothideomycetes_1	Dothideomycetes	Dothideomycetes_1	Pleosporales_1	Pleosporales_1	Pleosporales	Pleosporales_1	Sporormiaceae_1	Sporormiaceae_1	Sporormiaceae	Sporormiaceae_1	Westerdykella_1	Westerdykella_1	Westerdykella	Westerdykella_1	Westerdykella sp  			Westerdykella sp  
OTU_731	Fungi_1	Fungi_1	Fungi	Fungi_1	Ascomycota_1	Ascomycota_1	Ascomycota	Ascomycota_1		Leotiomycetes_1		Leotiomycetes_1		Helotiales_1		Helotiales_1		Helotiaceae_1		Helotiaceae_1		Articulospora_1		Articulospora_1				
OTU_732	Fungi_1	Fungi_1	Fungi	Fungi_1	Ascomycota_1	Ascomycota_1	Ascomycota	Ascomycota_1	Dothideomycetes_1	Dothideomycetes_1	Dothideomycetes	Dothideomycetes_1	Pleosporales_1	Pleosporales_1	Pleosporales	Pleosporales_1	Lentitheciaceae_1		Lentitheciaceae	Lentitheciaceae_1	Keissleriella_1		Keissleriella	Keissleriella	Keissleriella caraganae 			Keissleriella caraganae 
OTU_733	Fungi_1	Fungi_1	Fungi	Fungi_1	Mortierellomycota_1	Mortierellomycota_1	Mortierellomycota	Mortierellomycota_1	Mortierellomycetes_1	Mortierellomycetes_1	Mortierellomycetes	Mortierellomycetes_1	Mortierellales_1	Mortierellales_1	Mortierellales	Mortierellales_1	Mortierellaceae_1	Mortierellaceae_1	Mortierellaceae	Mortierellaceae_1	Mortierella_1		Mortierella	Mortierella_1	Mortierella sp  			Mortierella sp  
OTU_734	Fungi_1	Fungi_1	Fungi	Fungi_1	Glomeromycota_1	Glomeromycota_1	Glomeromycota	Glomeromycota_1	Paraglomeromycetes_1	Paraglomeromycetes_1	Paraglomeromycetes	Paraglomeromycetes_1	Paraglomerales_1	Paraglomerales_1	Paraglomerales	Paraglomerales_1	Paraglomeraceae_1	Paraglomeraceae_1		Paraglomeraceae_1	Paraglomus_1	Paraglomus_1		Paraglomus_1				
OTU_735	Fungi_1	Fungi_1	Fungi	Fungi_1	Ascomycota_1	Ascomycota_1	Ascomycota	Ascomycota_1	Sordariomycetes_1	Sordariomycetes_1	Sordariomycetes	Sordariomycetes_1	Hypocreales_1	Hypocreales_1	Hypocreales	Hypocreales_1	Clavicipitaceae_1	Clavicipitaceae_1	Clavicipitaceae	Clavicipitaceae_1	Claviceps_1	Claviceps_1	Claviceps	Claviceps_1	Claviceps arundinis 			Claviceps arundinis 
OTU_736	Fungi_1	Fungi_1	Fungi	Fungi_1	Ascomycota_1	Ascomycota_1	Ascomycota	Ascomycota_1	Dothideomycetes_1	Dothideomycetes_1	Dothideomycetes	Dothideomycetes_1	Pleosporales_1	Pleosporales_1	Pleosporales	Pleosporales_1												
OTU_737	Fungi_1	Fungi_1	Fungi	Fungi_1	Glomeromycota_1	Glomeromycota_1	Glomeromycota	Glomeromycota_1	Glomeromycetes_1	Glomeromycetes_1	Glomeromycetes	Glomeromycetes_1	Diversisporales_1	Diversisporales_1	Diversisporales	Diversisporales_1	Diversisporaceae_1	Diversisporaceae_1	Diversisporaceae	Diversisporaceae_1	Diversispora_1	Diversispora_1		Diversispora_1	Diversispora epigaea 			Diversispora epigaea 
OTU_738	Fungi_1	Fungi_1	Fungi	Fungi_1	Glomeromycota_1	Glomeromycota_1	Glomeromycota	Glomeromycota_1	Glomeromycetes_1	Glomeromycetes_1	Glomeromycetes	Glomeromycetes_1	Glomerales_1	Glomerales_1	Glomerales	Glomerales_1	Glomeraceae_1	Glomeraceae_1	Glomeraceae	Glomeraceae_1		Glomus_1		Glomus_1				
OTU_739	Fungi_1	Fungi_1	Fungi	Fungi_1	Ascomycota_1	Ascomycota_1	Ascomycota	Ascomycota_1	Sordariomycetes_1	Sordariomycetes_1	Sordariomycetes	Sordariomycetes_1	Hypocreales_1	Hypocreales_1	Hypocreales	Hypocreales_1	Stachybotryaceae_1	Stachybotryaceae_1	Stachybotryaceae	Stachybotryaceae_1	Stachybotrys_1		Stachybotrys	Stachybotrys_1	Stachybotrys limonispora 			Stachybotrys limonispora 
OTU_740	Fungi_1	Fungi_1	Fungi	Fungi_1	Ascomycota_1	Ascomycota_1	Ascomycota	Ascomycota_1	Sordariomycetes_1	Sordariomycetes_1	Sordariomycetes	Sordariomycetes_1	Sordariales_1	Sordariales_1	Sordariales	Sordariales_1	Chaetomiaceae_1	Chaetomiaceae_1	Chaetomiaceae	Chaetomiaceae_1	Dichotomopilus_1		Dichotomopilus	Dichotomopilus_1				
OTU_741	Fungi_1	Fungi_1	Fungi	Fungi_1	Ascomycota_1	Ascomycota_1	Ascomycota	Ascomycota_1	Sordariomycetes_1	Sordariomycetes_1	Sordariomycetes	Sordariomycetes_1	Glomerellales_1	Glomerellales_1	Glomerellales	Glomerellales_1	Plectosphaerellaceae_1	Plectosphaerellaceae_1	Plectosphaerellaceae	Plectosphaerellaceae_1	Lectera_1		Lectera	Lectera_1	Lectera capsici 			Lectera capsici 
OTU_742	Fungi_1	Fungi_1	Fungi	Fungi_1	Glomeromycota_1	Glomeromycota_1	Glomeromycota	Glomeromycota_1	Glomeromycetes_1	Glomeromycetes_1	Glomeromycetes	Glomeromycetes_1	Glomerales_1	Glomerales_1	Glomerales	Glomerales_1	Glomeraceae_1	Glomeraceae_1	Glomeraceae	Glomeraceae_1								
OTU_743	Fungi_1	Fungi_1	Fungi	Fungi_1	Ascomycota_1		Ascomycota	Ascomycota_1																				
OTU_744	Fungi_1	Fungi_1	Fungi	Fungi_1	Ascomycota_1	Ascomycota_1	Ascomycota	Ascomycota_1	Eurotiomycetes_1	Eurotiomycetes_1	Eurotiomycetes	Eurotiomycetes_1	Eurotiales_1	Eurotiales_1	Eurotiales	Eurotiales_1	Aspergillaceae_1	Aspergillaceae_1	Aspergillaceae	Aspergillaceae_1	Aspergillus_1	Aspergillus_1	Aspergillus	Aspergillus_1				
OTU_745	Fungi_1		Fungi	Fungi_1	Ascomycota_1		Ascomycota	Ascomycota_1																				
OTU_746			Fungi	Fungi																								
OTU_747		Fungi_1		Fungi_1		Rozellomycota_1		Rozellomycota_1																				
OTU_748	Fungi_1	Fungi_1	Fungi	Fungi_1	Basidiomycota_1	Basidiomycota_1	Basidiomycota	Basidiomycota_1	Tremellomycetes_1	Tremellomycetes_1	Tremellomycetes	Tremellomycetes_1	Tremellales_1	Tremellales_1	Tremellales	Tremellales_1	Bulleribasidiaceae_1	Bulleribasidiaceae_1	Bulleribasidiaceae	Bulleribasidiaceae_1	Vishniacozyma_1	Vishniacozyma_1	Vishniacozyma	Vishniacozyma_1	Vishniacozyma carnescens 			Vishniacozyma carnescens 
OTU_749	Fungi_1	Fungi_1	Fungi	Fungi_1	Ascomycota_1	Ascomycota_1	Ascomycota	Ascomycota_1		Sordariomycetes_1	Sordariomycetes	Sordariomycetes_1		Magnaporthales_1		Magnaporthales_1		Magnaporthaceae_1		Magnaporthaceae_1		Magnaporthiopsis_1		Magnaporthiopsis_1				
OTU_750	Fungi_1	Fungi_1	Fungi	Fungi_1	Ascomycota_1	Ascomycota_1	Ascomycota	Ascomycota_1	Eurotiomycetes_1	Eurotiomycetes_1	Eurotiomycetes	Eurotiomycetes_1	Eurotiales_1	Eurotiales_1	Eurotiales	Eurotiales_1	Trichocomaceae_1			Trichocomaceae_1	Talaromyces_1			Talaromyces_1	Talaromyces trachyspermus 			Talaromyces trachyspermus 
OTU_751	Fungi_1	Fungi_1	Fungi	Fungi_1	Glomeromycota_1	Glomeromycota_1	Glomeromycota	Glomeromycota_1	Glomeromycetes_1	Glomeromycetes_1	Glomeromycetes	Glomeromycetes_1	Glomerales_1	Glomerales_1	Glomerales	Glomerales_1	Glomeraceae_1	Glomeraceae_1	Glomeraceae	Glomeraceae_1								
OTU_752	Fungi_1		Fungi	Fungi_1																								
OTU_753	Fungi_1	Fungi_1	Fungi	Fungi_1	Mortierellomycota_1	Mortierellomycota_1	Mortierellomycota	Mortierellomycota_1	Mortierellomycetes_1	Mortierellomycetes_1	Mortierellomycetes	Mortierellomycetes_1	Mortierellales_1	Mortierellales_1	Mortierellales	Mortierellales_1	Mortierellaceae_1	Mortierellaceae_1	Mortierellaceae	Mortierellaceae_1	Mortierella_1	Mortierella_1	Mortierella	Mortierella_1				
OTU_754	Fungi_1	Fungi_1	Fungi	Fungi_1	Ascomycota_1	Ascomycota_1	Ascomycota	Ascomycota_1	Eurotiomycetes_1	Eurotiomycetes_1	Eurotiomycetes	Eurotiomycetes_1	Chaetothyriales_1	Chaetothyriales_1	Chaetothyriales	Chaetothyriales_1		Herpotrichiellaceae_1		Herpotrichiellaceae_1								
OTU_755	Fungi_1	Fungi_1	Fungi	Fungi_1	Glomeromycota_1	Glomeromycota_1	Glomeromycota	Glomeromycota_1	Glomeromycetes_1	Glomeromycetes_1	Glomeromycetes	Glomeromycetes_1	Glomerales_1	Glomerales_1	Glomerales	Glomerales_1	Glomeraceae_1	Glomeraceae_1	Glomeraceae	Glomeraceae_1	Glomus_1	Glomus_1	Glomus	Glomus_1	Glomus macrocarpum 			Glomus macrocarpum 
OTU_756	Fungi_1	Fungi_1	Fungi	Fungi_1	Mortierellomycota_1	Mortierellomycota_1		Mortierellomycota_1	Mortierellomycetes_1	Mortierellomycetes_1		Mortierellomycetes_1	Mortierellales_1	Mortierellales_1		Mortierellales_1	Mortierellaceae_1	Mortierellaceae_1		Mortierellaceae_1	Mortierella_1	Mortierella_1		Mortierella_1				
OTU_757	Fungi_1	Fungi_1	Fungi	Fungi_1	Glomeromycota_1	Glomeromycota_1	Glomeromycota	Glomeromycota_1	Glomeromycetes_1	Glomeromycetes_1	Glomeromycetes	Glomeromycetes_1	Glomerales_1	Glomerales_1		Glomerales_1	Glomeraceae_1	Glomeraceae_1		Glomeraceae_1								
OTU_758	Fungi_1	Fungi_1	Fungi	Fungi_1	Ascomycota_1	Ascomycota_1	Ascomycota	Ascomycota_1	Eurotiomycetes_1	Eurotiomycetes_1	Eurotiomycetes	Eurotiomycetes_1	Eurotiales_1	Eurotiales_1	Eurotiales	Eurotiales_1	Aspergillaceae_1	Aspergillaceae_1	Aspergillaceae	Aspergillaceae_1	Penicillium_1	Penicillium_1	Penicillium	Penicillium_1				
OTU_759		Fungi_1	Fungi	Fungi_1		Glomeromycota_1	Glomeromycota	Glomeromycota_1		Glomeromycetes_1		Glomeromycetes_1		Glomerales_1		Glomerales_1		Glomeraceae_1		Glomeraceae_1								
OTU_760	Fungi_1	Fungi_1	Fungi	Fungi_1	Basidiomycota_1	Basidiomycota_1	Basidiomycota	Basidiomycota_1	Cystobasidiomycetes_1	Cystobasidiomycetes_1	Cystobasidiomycetes	Cystobasidiomycetes_1	Cystobasidiomycetes_ord_incertae_sedis_1	Cystobasidiomycetes_ord_Incertae_sedis_1			Symmetrosporaceae_1	Symmetrosporaceae_1		Symmetrosporaceae_1	Symmetrospora_1	Symmetrospora_1		Symmetrospora_1	Symmetrospora coprosmae 			Symmetrospora coprosmae 
OTU_761	Fungi_1	Fungi_1	Fungi	Fungi_1	Ascomycota_1	Ascomycota_1	Ascomycota	Ascomycota_1	Sordariomycetes_1	Sordariomycetes_1	Sordariomycetes	Sordariomycetes_1	Hypocreales_1	Hypocreales_1	Hypocreales	Hypocreales_1			Niessliaceae	Niessliaceae								
OTU_762	Fungi_1	Fungi_1	Fungi	Fungi_1	Ascomycota_1	Ascomycota_1	Ascomycota	Ascomycota_1	Sordariomycetes_1	Sordariomycetes_1	Sordariomycetes	Sordariomycetes_1	Hypocreales_1	Hypocreales_1	Hypocreales	Hypocreales_1	Nectriaceae_1	Nectriaceae_1	Nectriaceae	Nectriaceae_1	Fusarium_1	Fusarium_1	Fusarium	Fusarium_1	Fusarium sporotrichioides 			Fusarium sporotrichioides 
OTU_763		Metazoa_1		Metazoa_1		Arthropoda_1		Arthropoda_1																				
OTU_764	Fungi_1	Fungi_1	Fungi	Fungi_1	Ascomycota_1	Ascomycota_1	Ascomycota	Ascomycota_1																				
OTU_765	Fungi_1		Fungi	Fungi_1	Glomeromycota_1		Glomeromycota	Glomeromycota_1	Glomeromycetes_1		Glomeromycetes	Glomeromycetes_1	Glomerales_1		Glomerales	Glomerales_1	Claroideoglomeraceae_1		Claroideoglomeraceae	Claroideoglomeraceae_1	Claroideoglomus_1		Claroideoglomus	Claroideoglomus_1				
OTU_766	Fungi_1	Fungi_1	Fungi	Fungi_1	Ascomycota_1	Ascomycota_1	Ascomycota	Ascomycota_1	Saccharomycetes_1	Saccharomycetes_1	Saccharomycetes	Saccharomycetes_1	Saccharomycetales_1	Saccharomycetales_1	Saccharomycetales	Saccharomycetales_1	Saccharomycetales_fam_incertae_sedis_1			Saccharomycetales_fam_incertae_sedis_1	Candida_1			Candida_1	Candida railenensis 			Candida railenensis 
OTU_767	Fungi_1	Fungi_1	Fungi	Fungi_1		Ascomycota_1		Ascomycota_1																				
OTU_768	Fungi_1	Fungi_1	Fungi	Fungi_1	Glomeromycota_1	Glomeromycota_1	Glomeromycota	Glomeromycota_1	Glomeromycetes_1	Glomeromycetes_1	Glomeromycetes	Glomeromycetes_1	Glomerales_1	Glomerales_1	Glomerales	Glomerales_1	Glomeraceae_1	Glomeraceae_1	Glomeraceae	Glomeraceae_1	Rhizophagus_1		Rhizophagus	Rhizophagus				
OTU_769	Fungi_1	Fungi_1	Fungi	Fungi_1	Basidiomycota_1	Basidiomycota_1	Basidiomycota	Basidiomycota_1	Agaricomycetes_1	Agaricomycetes_1	Agaricomycetes	Agaricomycetes_1	Auriculariales_1	Auriculariales_1	Auriculariales	Auriculariales_1												
OTU_770	Fungi_1	Fungi_1	Fungi	Fungi_1	Chytridiomycota_1	Chytridiomycota_1	Chytridiomycota	Chytridiomycota_1	Rhizophydiomycetes_1			Rhizophydiomycetes_1	Rhizophydiales_1			Rhizophydiales_1												
OTU_771	Fungi_1	Fungi_1	Fungi	Fungi_1	Basidiomycota_1	Basidiomycota_1	Basidiomycota	Basidiomycota_1	Tremellomycetes_1	Tremellomycetes_1	Tremellomycetes	Tremellomycetes_1	Tremellales_1	Tremellales_1		Tremellales_1												
OTU_772	Fungi_1	Fungi_1	Fungi	Fungi_1	Basidiomycota_1	Basidiomycota_1	Basidiomycota	Basidiomycota_1	Tremellomycetes_1	Tremellomycetes_1	Tremellomycetes	Tremellomycetes_1	Tremellales_1	Tremellales_1	Tremellales	Tremellales_1	Bulleribasidiaceae_1	Bulleribasidiaceae_1	Bulleribasidiaceae	Bulleribasidiaceae_1	Dioszegia_1	Dioszegia_1	Dioszegia	Dioszegia_1	Dioszegia rishiriensis 			Dioszegia rishiriensis 
OTU_773	Fungi_1	Fungi_1	Fungi	Fungi_1	Basidiomycota_1	Basidiomycota_1	Basidiomycota	Basidiomycota_1	Tremellomycetes_1	Tremellomycetes_1	Tremellomycetes	Tremellomycetes_1	Holtermanniales_1	Holtermanniales_1	Holtermanniales	Holtermanniales_1	Holtermanniales_fam_incertae_sedis_1	Holtermanniales_fam_Incertae_sedis_1			Holtermanniella_1	Holtermanniella_1		Holtermanniella_1	Holtermanniella festucosa 			Holtermanniella festucosa 
OTU_774	Fungi_1	Fungi_1	Fungi	Fungi_1	Ascomycota_1	Ascomycota_1	Ascomycota	Ascomycota_1	Dothideomycetes_1	Dothideomycetes_1	Dothideomycetes	Dothideomycetes_1	Tubeufiales_1	Tubeufiales_1	Tubeufiales	Tubeufiales_1	Tubeufiaceae_1	Tubeufiaceae_1	Tubeufiaceae	Tubeufiaceae_1	Neohelicomyces_1		Neohelicomyces	Neohelicomyces_1	Neohelicomyces hyalosporus 			Neohelicomyces hyalosporus 
OTU_775	Fungi_1	Fungi_1	Fungi	Fungi_1	Glomeromycota_1	Glomeromycota_1	Glomeromycota	Glomeromycota_1	Glomeromycetes_1	Glomeromycetes_1	Glomeromycetes	Glomeromycetes_1	Glomerales_1	Glomerales_1	Glomerales	Glomerales_1	Glomeraceae_1	Glomeraceae_1	Glomeraceae	Glomeraceae_1		Rhizophagus_1	Rhizophagus	Rhizophagus_1		Rhizophagus intraradices 		Rhizophagus intraradices 
OTU_776	Fungi_1	Fungi_1	Fungi	Fungi_1	Ascomycota_1	Ascomycota_1	Ascomycota	Ascomycota_1	Sordariomycetes_1	Sordariomycetes_1	Sordariomycetes	Sordariomycetes_1	Coniochaetales_1		Coniochaetales	Coniochaetales_1	Coniochaetaceae_1		Coniochaetaceae	Coniochaetaceae_1	Coniochaeta_1		Coniochaeta	Coniochaeta_1	Coniochaeta sp  			Coniochaeta sp  
OTU_777	Fungi_1		Fungi	Fungi	Ascomycota_1		Ascomycota	Ascomycota	Sordariomycetes_1		Sordariomycetes	Sordariomycetes	Hypocreales_1		Hypocreales	Hypocreales												
OTU_778	Fungi_1	Fungi_1	Fungi	Fungi_1	Mortierellomycota_1	Mortierellomycota_1	Mortierellomycota	Mortierellomycota_1	Mortierellomycetes_1	Mortierellomycetes_1	Mortierellomycetes	Mortierellomycetes_1	Mortierellales_1	Mortierellales_1	Mortierellales	Mortierellales_1												
OTU_779	Fungi_1	Fungi_1	Fungi	Fungi_1	Glomeromycota_1	Glomeromycota_1	Glomeromycota	Glomeromycota_1	Glomeromycetes_1	Glomeromycetes_1	Glomeromycetes	Glomeromycetes_1	Glomerales_1	Glomerales_1	Glomerales	Glomerales_1	Glomeraceae_1	Glomeraceae_1	Glomeraceae	Glomeraceae_1								
OTU_780	Fungi_1	Fungi_1	Fungi	Fungi_1	Ascomycota_1	Ascomycota_1	Ascomycota	Ascomycota_1	Sordariomycetes_1	Sordariomycetes_1	Sordariomycetes	Sordariomycetes_1	Hypocreales_1		Hypocreales	Hypocreales_1	Hypocreales_fam_incertae_sedis_1			Hypocreales_fam_incertae_sedis_1	Acremonium_1			Acremonium_1	Acremonium furcatum 			Acremonium furcatum 
OTU_781	Fungi_1	Fungi_1	Fungi	Fungi_1	Ascomycota_1	Ascomycota_1	Ascomycota	Ascomycota_1	Sordariomycetes_1	Sordariomycetes_1	Sordariomycetes	Sordariomycetes_1	Sordariales_1	Sordariales_1	Sordariales	Sordariales_1	Chaetomiaceae_1	Chaetomiaceae_1	Chaetomiaceae	Chaetomiaceae_1								
OTU_782	Fungi_1	Fungi_1	Fungi	Fungi_1	Glomeromycota_1	Glomeromycota_1	Glomeromycota	Glomeromycota_1	Glomeromycetes_1	Glomeromycetes_1	Glomeromycetes	Glomeromycetes_1	Glomerales_1	Glomerales_1	Glomerales	Glomerales_1	Glomeraceae_1	Glomeraceae_1	Glomeraceae	Glomeraceae_1								
